Key;English;;;;;;;;;;;;;
HAVE_MILITARY_SCORE_LESS_THAN; 군사력 < ;;;;;;;;;;;;;
STRATA_NEED_LESS_THAN; 욕구 충족 < ;;;;;;;;;;;;;
STRATA_NEED_MORE_THAN; 욕구 충족 ≥ ;;;;;;;;;;;;;
HAVE_LESS_POPS_WANTING_POLITICAL_REFORM_THAN; 정치개혁 지지 < $VAL$;;;;;;;;;;;;;
HAVE_MORE_POPS_WANTING_POLITICAL_REFORM_THAN; 정치개혁 지지 ≥ $VAL$;;;;;;;;;;;;;
HAVE_LESS_POPS_WANTING_SOCIAL_REFORM_THAN; 사회개혁 지지 < $VAL$;;;;;;;;;;;;;
HAVE_MORE_POPS_WANTING_SOCIAL_REFORM_THAN; 사회개혁 지지 ≥ $VAL$;;;;;;;;;;;;;
CSA_proletarian_dictatorship;미연합국;;;;;;;;;;;;;
USA_presidential_dictatorship;미합중국;;;;;;;;;;;;;
CSA_presidential_dictatorship;미연합국;;;;;;;;;;;;;
USA_bourgeois_dictatorship;미합중국;;;;;;;;;;;;;
CSA_bourgeois_dictatorship;미연합국;;;;;;;;;;;;;
USA_fascist_dictatorship;미합중국;;;;;;;;;;;;;
CSA_fascist_dictatorship;미연합국;;;;;;;;;;;;;
REMOVE_USA_prussian_constitutionalism;미합중국;;;;;;;;;;;;;
CSA_prussian_constitutionalism;미연합국;;;;;;;;;;;;;
USA_democracy;미합중국;;;;;;;;;;;;;
CSA_democracy;미연합국;;;;;;;;;;;;;
CAL_absolute_monarchy;캘리포니아;;;;;;;;;;;;;
CAL_hms_government;캘리포니아;;;;;;;;;;;;;
DOM_absolute_monarchy;산토도밍고;;;;;;;;;;;;;
DOM_hms_government;산토도밍고;;;;;;;;;;;;;
ENG_democracy;그레이트브리튼
TECH_DAILY_LEADERSHIP_BASE_TOOLTIP;월간 기본 지휘력: [SUB_A7]Y$VALUE$[SUB_A7]W;;;;;;;;;;;;;
TECH_DAILY_LEADERSHIP_TOTAL_TOOLTIP;월간 지휘력: [SUB_A7]G+$VALUE$[SUB_A7]W;;;;;;;;;;;;;
TECH_DAILY_LEADERSHIP_TOOLTIP;$POPTYPE$ 주민이 지휘력을 [SUB_A7]G$VALUE$[SUB_A7]W 제공합니다.\n (전체 인구의 [SUB_A7]Y$FRACTION$%[SUB_A7]W이며, $OPTIMAL$%가 최적임);;;;;;;;;;;;;
MODIFIER_CORE_POP_MILITANCY_MODIFIER;비식민주 투쟁도;;;;;;;;;;;;;
MODIFIER_CORE_POP_CONSCIOUSNESS_MODIFIER;비식민주 의식도;;;;;;;;;;;;;
MODIFIER_NON_ACCEPTED_POP_MILITANCY_MODIFIER;비수용문화 투쟁도;;;;;;;;;;;;;
MODIFIER_NON_ACCEPTED_POP_CONSCIOUSNESS_MODIFIER;비수용문화 의식도;;;;;;;;;;;;;
AUS_734;쥐트티롤;;;;;;;;;;;;;;
EVTNAME23212;혜성 포착;;;;;;;;;;;;;
EVTDESC23212;하늘에서 혜성이 목격됐습니다. 누군가는 혜성이 재앙의 전조라고 믿습니다. 다른 누군가는 혜성이 실제로 하늘에 떠있는 요정이라고 믿습니다. 혜성이 아마도 하늘에 떠 있는 얼음 알갱이이며 태양열로 인해 긴 꼬리가 만들어졌다고 믿는 사람도 있습니다. 동등하게 실행 가능한 세 이론끼리의 논의는 우리나라의 지식 추구를 자극합니다.;;;;;;;;;;;;;
EVTOPTA23212;이런 계몽된 시대에 살고 있다니, 신께 감사한다.;;;;;;;;;;;;;
EVTNAME60140;입헌회의;;;;;;;;;;;;;
EVTDESC60140;우리나라의 지배권을 쥐고 있는 자유주의자들이 지금이야말로 제헌회의를 열 때라고 느끼고 있습니다. 모든 사람, 적어도 정말 중요한 모든 사람들이 우리나라가 걸어갈 길을 닦고자 이 새로운 모임에 참석해 의견을 표명할 것입니다.;;;;;;;;;;;;;
EVTOPTA60140;그렇지 않으면 사람들이 상황을 악용할 것이다.;;;;;;;;;;;;;
become_guatemala_title;과테말라 결성;;;;;;;;;;;;;
BUDGET_STOCKPILE_YESTERDAYS;어제 비축품 구매:;;;;;;;;;;;;;
become_guatemala_desc;중앙아메리카 통일의 꿈은 무너졌습니다. 다른 주들은 과테말라의 지배를 너무 우려한 나머지, 연방을 존속시키고자 과테말라가 치른 희생은 깨닫지 못했습니다. 이제 연방은 없습니다. 이걸로 끝입니다. 과테말라는 스스로의 운명을 개척할 것입니다.;;;;;;;;;;;;;
MOR_1683;타자:;;;;;;;;;;;;;
LAG_PAUSE;$PLAYER$님이 뒤쳐져 게임을 일시정지합니다.;;;;;;;;;;;;;
LAG_DECREASE_SPEED;$PLAYER$님이 뒤쳐져 속도가 감소합니다.;;;;;;;;;;;;;
PAUSED_BY;[SUB_A7]Y$PLAYER$[SUB_A7]W님이 게임을 일시정지했습니다.;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_SETUP;한 국가가 다른 국가에 대해 전쟁목표를 추가했을 때;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_SETUP;우리나라가 다른 국가에 대해 전쟁목표를 추가했을 때;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_SETUP;다른 국가가 우리나라에 대해 전쟁목표를 추가했을 때;;;;;;;;;;;;;
status_quo_setup;모든 것을 그대로 두기를 원합니다.;;;;;;;;;;;;;
PROV3041;아르헨티나대륙붕;;;;;;;;;;;;;
TUR_819;서부 마케도니아;;;;;;;;;;;;;
TUR_806;북부 마케도니아;;;;;;;;;;;;;
GUNBOAT_OTHER_ACCEPT_LOG;$ACTOR$이 채무를 상환받고자 $RECIPIENT$에게 포함외교를 행했습니다!;;;;;;;;;;;;;
GUNBOAT_THEY_ACCEPT_LOG;우리나라가 채무를 상환받고자 $RECIPIENT$에게 포함외교를 행했습니다!;;;;;;;;;;;;;
GUNBOAT_WE_ACCEPT_LOG;$ACTOR$이 채무를 상환받고자 우리나라에게 포함외교를 행했습니다!;;;;;;;;;;;;;
