disarming;강제적 군비제한;;;;;;;;;;;;;
HAS_NOT_RECENTLY_LOST_WAR; 최근 5년 사이의 패전 횟수 = 0;;;;;;;;;;;;;
HAS_RECENTLY_LOST_WAR; 최근 5년 사이의 패전 횟수 ≥ 1;;;;;;;;;;;;;
IN_SAME_SPHERE; 같은 영향권에 속합니다.;;;;;;;;;;;;;
NOR_reactionary;근왕당;;;;;;;;;;;;;
ATJ_reactionary;민족주의 파벌;;;;;;;;;;;;;
ATJ_liberal;자유당;;;;;;;;;;;;;
ATJ_anarcho_liberal;급진당;;;;;;;;;;;;;
ATJ_socialist;사회당;;;;;;;;;;;;;
ATJ_communist;공산당;;;;;;;;;;;;;
ATJ_fascist;파쇼당;;;;;;;;;;;;;
CAL_conservative;캘리포니아 공화당;;;;;;;;;;;;;
KHI_conservative;왕당파;;;;;;;;;;;;;
KHI_liberal;자유당;;;;;;;;;;;;;
KHI_reactionary;민족주의 파벌;;;;;;;;;;;;;
KHI_anarcho_liberal;급진당;;;;;;;;;;;;;
KHI_socialist;사회당;;;;;;;;;;;;;
KHI_communist;공산당;;;;;;;;;;;;;
KHI_fascist;파쇼당;;;;;;;;;;;;;
MAD_conservative;왕당파;;;;;;;;;;;;;
MAD_liberal;자유당;;;;;;;;;;;;;;
MAD_reactionary;민족주의 파벌;;;;;;;;;;;;;
MAD_anarcho_liberal;급진당;;;;;;;;;;;;;
MAD_socialist;사회당;;;;;;;;;;;;;
MAD_communist;공산당;;;;;;;;;;;;;
MAD_fascist;파쇼당;;;;;;;;;;;;;
TRI_conservative;왕당파;;;;;;;;;;;;;
TRI_liberal;자유당;;;;;;;;;;;;;
TRI_reactionary;민족주의 파벌;;;;;;;;;;;;;
TRI_anarcho_liberal;급진당;;;;;;;;;;;;;
TRI_socialist;사회당;;;;;;;;;;;;;
TRI_communist;공산당;;;;;;;;;;;;;
TRI_fascist;파쇼당;;;;;;;;;;;;;
TEX_communist;공산당;;;;;;;;;;;;;
BAD_fascist;국가사회주의 노동자당;;;;;;;;;;;;;
BAV_fascist;국가사회주의 노동자당;;;;;;;;;;;;;
WEI_fascist;국가사회주의 노동자당;;;;;;;;;;;;;
WLL_fascist;렉스당;;;;;;;;;;;;;
NEW_fascist;파쇼당;;;;;;;;;;;;;
DIPLOMACY_CHANCE_JOIN_WAR;참전 가능성: [SUB_A7]Y$VAL$[SUB_A7]W;;;;;;;;;;;;;
PO_ISBETTER;제안을 거부하면 다음과 같은 문제가 발생합니다.\n 투쟁도: [SUB_A7]R+$MIL$[SUB_A7]W, 전쟁피로도: [SUB_A7]R+$WE$[SUB_A7]W;;;;;;;;;;;;;
leave_soi_title;영향권 이탈;;;;;;;;;;;;;
leave_soi_desc;영향권을 떠날 수 있으나, 분명 과거 맹주는 저지하고자 선전포고를 할 것입니다.;;;;;;;;;;;;;
NEW_PARTY_AVAIL_SETUP;창당했을 때;;;;;;;;;;;;;
NEW_PARTY_AVAIL_HEADER;창당;;;;;;;;;;;;;
NEW_PARTY_AVAIL_1;$PARTY$ 정당이 창당했습니다.;;;;;;;;;;;;;
NEW_PARTY_AVAIL_2;*;;;;;;;;;;;;;
NEW_PARTY_AVAIL_3;*;;;;;;;;;;;;;
NEW_PARTY_AVAIL_4;*;;;;;;;;;;;;;
NEW_PARTY_AVAIL_5;*;;;;;;;;;;;;;
NEW_PARTY_AVAIL_6;*;;;;;;;;;;;;;
NEW_PARTY_AVAIL_BTN1;확인;;;;;;;;;;;;;
NEW_PARTY_AVAIL_BTN2;확인;;;;;;;;;;;;;
NEW_PARTY_AVAIL_BTN3;참조;;;;;;;;;;;;;
NEW_PARTY_AVAIL_LOG;신당이 창당했습니다.;;;;;;;;;;;;;
PARTY_UNAVAIL_SETUP;해당했을 때;;;;;;;;;;;;;
PARTY_UNAVAIL_HEADER;해당;;;;;;;;;;;;;
PARTY_UNAVAIL_1;$PARTY$ 정당이 해당했습니다.;;;;;;;;;;;;;
PARTY_UNAVAIL_2;*;;;;;;;;;;;;;
PARTY_UNAVAIL_3;*;;;;;;;;;;;;;
PARTY_UNAVAIL_4;*;;;;;;;;;;;;;
PARTY_UNAVAIL_5;*;;;;;;;;;;;;;
PARTY_UNAVAIL_6;*;;;;;;;;;;;;;
PARTY_UNAVAIL_BTN1;확인;;;;;;;;;;;;;
PARTY_UNAVAIL_BTN2;확인;;;;;;;;;;;;;
PARTY_UNAVAIL_BTN3;참조;;;;;;;;;;;;;
PARTY_UNAVAIL_LOG;정당이 해당했습니다.;;;;;;;;;;;;;
